NationalTOMsRef;Question_Name;Units;Proxy_Value;Target_Number;Target_LEV;Actual_Number_Delivered;Delivered_LEV;Project_name;Industry;Postcode;Contract_Value
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project749;Construction;TR7 ;£1.660.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project748;Construction;SN1 ;£1.220.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project748;Construction;SN1 ;£1.220.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.366,00;;;7;£198.562,00;Project758;Construction;KY16 ;£42.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,68;;;7993680,11;£5.411.721,43;Project758;Construction;KY16 ;£42.500.000,00
NT19;Value of work awarded to Local MSMEs;£;£0,68;;;13201158;£8.937.183,97;Project758;Construction;KY16 ;£42.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project759;Construction;LD3 ;£3.640.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project759;Construction;LD3 ;£3.640.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project759;Construction;LD3 ;£3.640.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project732;Construction;CF10 ;£6.800.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project732;Construction;CF10 ;£6.800.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project760;Construction;TA21 ;£990.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project760;Construction;TA21 ;£990.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project760;Construction;TA21 ;£990.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project761;Construction;BA2 ;£1.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;0;£0,00;0;£0,00;Project762;Construction;EX1 ;£990.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project762;Construction;EX1 ;£990.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project762;Construction;EX1 ;£990.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project763;Construction;TA6 ;£1.440.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project763;Construction;TA6 ;£1.440.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;10;£281.370,00;5;£140.685,00;Project764;Construction;M21 ;£1.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£ spent;£1,08;;;0;£0,00;Project764;Construction;M21 ;£1.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£ spent;£1,08;;;0;£0,00;Project764;Construction;M21 ;£1.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;0,5;£14.068,50;0;£0,00;Project765;Construction;FW4 ;£1.100.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,52;;;0;£0,00;Project765;Construction;FW4 ;£1.100.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,52;;;0;£0,00;Project765;Construction;FW4 ;£1.100.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.536,00;10;£10,00;2;£57.072,00;Project767;Construction;CR0 ;£15.800.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,09;;;0;£0,00;Project767;Construction;CR0 ;£15.800.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,09;;;0;£0,00;Project767;Construction;CR0 ;£15.800.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.120,00;;;0;£0,00;Project770;Construction;ME14 ;£4.800.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,83;;;0;£0,00;Project770;Construction;ME14 ;£4.800.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,83;;;0;£0,00;Project770;Construction;ME14 ;£4.800.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,91;;;0;£0,00;Project771;Construction;HP6 ;£6.600.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,91;;;0;£0,00;Project771;Construction;HP6 ;£6.600.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.120,00;;;0;£0,00;Project771;Construction;HP6 ;£6.600.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;0;£0,00;Project772;Construction;M3 ;£1.689.660,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,55;;;0;£0,00;Project772;Construction;M3 ;£1.689.660,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project772;Construction;M3 ;£1.689.660,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;0;£0,00;Project773;Construction;M3 ;£1.632.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,55;;;0;£0,00;Project773;Construction;M3 ;£1.632.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project773;Construction;M3 ;£1.632.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;0;£0,00;Project774;Construction;M3 ;£86.700,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,55;;;0;£0,00;Project774;Construction;M3 ;£86.700,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project774;Construction;M3 ;£86.700,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£28.354,00;;;0;£0,00;Project775;Construction;FK9 ;£53.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through contract;£;£0,96;;;24740486,1;£23.676.645,20;Project775;Construction;FK9 ;£53.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project775;Construction;FK9 ;£53.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.353,00;;;14;£424.942,00;Project777;Construction;EH16 ;£28.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,75;;;8796000;£6.597.000,00;Project777;Construction;EH16 ;£28.000.000,00
NT19;Value of work awarded to Local MSMEs;£;£0,75;;;0;£0,00;Project777;Construction;EH16 ;£28.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project778;Construction;SE1 ;£20.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,06;;;0;£0,00;Project778;Construction;SE1 ;£20.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,06;;;0;£0,00;Project778;Construction;SE1 ;£20.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£1,00;;;0;£0,00;Project779;Construction;DA13 ;£61.622.751,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,00;;;0;£0,00;Project779;Construction;DA13 ;£61.622.751,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,00;;;0;£0,00;Project779;Construction;DA13 ;£61.622.751,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;4;£107.276,00;0;£0,00;Project781;Construction;CV4 ;£38.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;3000000;£2.015.695,94;0;£0,00;Project781;Construction;CV4 ;£38.500.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;5000;£3.359,49;0;£0,00;Project781;Construction;CV4 ;£38.500.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;1;£26.819,00;0;£0,00;Project782;Construction;CV3 ;£3.700.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project782;Construction;CV3 ;£3.700.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project782;Construction;CV3 ;£3.700.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;1,5;£40.228,50;0;£0,00;Project783;Construction;CV6 ;£400.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;300000;£201.569,59;0;£0,00;Project783;Construction;CV6 ;£400.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;50000;£33.594,93;0;£0,00;Project783;Construction;CV6 ;£400.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£27.500,00;0;£0,00;4;£110.000,00;Project785;Construction;CF10 ;£29.666.667,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,79;;;0;£0,00;Project785;Construction;CF10 ;£29.666.667,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,79;;;0;£0,00;Project785;Construction;CF10 ;£29.666.667,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;15;£402.285,00;0;£0,00;Project786;Construction;CV7 ;£105.720.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;900000;£604.708,78;0;£0,00;Project786;Construction;CV7 ;£105.720.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;500;£335,95;0;£0,00;Project786;Construction;CV7 ;£105.720.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;15;£15,00;10;£302.190,00;Project788;Construction;DA13 ;£300.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£300.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£300.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£23.350,00;;;3,3;£77.055,00;Project789;Construction;NR33 ;£4.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,71;;;0;£0,00;Project789;Construction;NR33 ;£4.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,71;;;211770;£150.144,93;Project789;Construction;NR33 ;£4.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.536,00;;;111,5;£3.181.764,00;Project790;Construction;B3 ;£46.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;;;8,52;£257.465,88;Project788;Construction;DA13 ;£670.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£670.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;940;£585,01;Project788;Construction;DA13 ;£670.000,00
NT1;Local people employed;no. people FTE;£32.120,00;0;£0,00;5472;£175.760.640,00;Project431;Construction;RG30 ;£157.410.411,00
NT19;Local Supply Chain Spend (MSMEs);£;£1,23;;;8359951,83;£10.240.706,46;Project431;Construction;RG30 ;£157.410.411,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,23;;;55943731,54;£68.529.501,68;Project431;Construction;RG30 ;£157.410.411,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£26.258,00;;;0;£0,00;Project791;Construction;DN14 ;£4.600.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,64;;;0;£0,00;Project791;Construction;DN14 ;£4.600.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,64;;;0;£0,00;Project791;Construction;DN14 ;£4.600.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.345,00;;;0;£0,00;Project331;Construction;SG1 ;£5.375.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.375.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.375.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.345,00;;;0;£0,00;Project331;Construction;SG1 ;£5.735.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.735.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.735.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.345,00;;;0;£0,00;Project331;Construction;SG1 ;£5.735.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.735.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.735.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.345,00;;;0;£0,00;Project331;Construction;SG1 ;£5.730.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.730.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project331;Construction;SG1 ;£5.730.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project312;Construction;CR9 ;£12.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£12.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£12.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project312;Construction;CR9 ;£24.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£24.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£24.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project312;Construction;CR9 ;£21.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£21.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£21.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project312;Construction;CR9 ;£24.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£24.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project312;Construction;CR9 ;£24.000.000,00
NT1;Local people employed;no. people FTE;£30.219,00;24;£725.256,00;6;£181.314,00;Project755;Construction;RG30 ;£2.000.000,00
NT19;Local Supply Chain Spend (SMEs);£;£1,14;;;0;£0,00;Project755;Construction;RG30 ;£2.000.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,14;;;0;£0,00;Project755;Construction;RG30 ;£2.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project795;Construction;EX31 ;£7.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,66;;;0;£0,00;Project795;Construction;EX31 ;£7.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;0;£0,00;Project795;Construction;EX31 ;£7.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£27.500,00;;;0;£0,00;Project796;Construction;CF62 ;£8.400.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,79;;;0;£0,00;Project796;Construction;CF62 ;£8.400.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,79;;;0;£0,00;Project796;Construction;CF62 ;£8.400.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.120,00;2;£64.240,00;0;£0,00;Project797;Construction;RG1 ;£7.700.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,23;385000;£471.625,00;0;£0,00;Project797;Construction;RG1 ;£7.700.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,23;;;0;£0,00;Project797;Construction;RG1 ;£7.700.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£27.500,00;0;£0,00;2;£55.000,00;Project798;Construction;CF35 ;£25.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,79;;;0;£0,00;Project798;Construction;CF35 ;£25.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,79;;;0;£0,00;Project798;Construction;CF35 ;£25.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;4;£112.548,00;Project799;Construction;M14 ;£5.798.799,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,55;;;0;£0,00;Project799;Construction;M14 ;£5.798.799,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project799;Construction;M14 ;£5.798.799,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;1;£28.137,00;2;£56.274,00;Project800;Construction;M15 ;£524.972,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,55;;;0;£0,00;Project800;Construction;M15 ;£524.972,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project800;Construction;M15 ;£524.972,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project801;Construction;SE1 ;£70.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,06;;;0;£0,00;Project801;Construction;SE1 ;£70.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,06;;;0;£0,00;Project801;Construction;SE1 ;£70.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;18;£543.942,00;0;£0,00;Project788;Construction;DA13 ;£100.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£100.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;20000;£12.447,05;0;£0,00;Project788;Construction;DA13 ;£100.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,83;;;0;£0,00;Project135;Construction;M28 ;£37.076.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,83;;;0;£0,00;Project135;Construction;M28 ;£37.076.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,87;;;0;£0,00;Project802;Construction;CV11 ;£6.582.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;0;£0,00;Project802;Construction;CV11 ;£6.582.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.353,00;;;0;£0,00;Project803;Construction;EH21 ;£32.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,75;;;0;£0,00;Project803;Construction;EH21 ;£32.000.000,00
NT19;Value of work awarded to Local MSMEs;£;£0,75;;;0;£0,00;Project803;Construction;EH21 ;£32.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.353,00;;;0;£0,00;Project804;Construction;#VALUE!;£39.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,75;;;0;£0,00;Project804;Construction;#VALUE!;£39.500.000,00
NT19;Value of work awarded to Local MSMEs;£;£0,75;;;0;£0,00;Project804;Construction;#VALUE!;£39.500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£26.746,00;3;£80.238,00;0;£0,00;Project805;Construction;m27 ;£1.200.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,83;200000;£166.800,00;0;£0,00;Project805;Construction;m27 ;£1.200.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,83;;;0;£0,00;Project805;Construction;m27 ;£1.200.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£26.746,00;1;£26.746,00;0;£0,00;Project806;Construction;m27 ;£600.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,83;75000;£62.550,00;0;£0,00;Project806;Construction;m27 ;£600.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,83;;;0;£0,00;Project806;Construction;m27 ;£600.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;0;£0,00;36;£1.087.884,00;Project788;Construction;DA13 ;£1.750.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;0;£0,00;3930,45;£2.446,13;Project788;Construction;DA13 ;£1.750.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;0;£0,00;1045,49;£650,66;Project788;Construction;DA13 ;£1.750.000,00
NT1;Local people employed;no. people FTE;£30.219,00;;;105;£3.172.995,00;Project755;Construction;RG30 ;£18.500.000,00
NT19;Local Supply Chain Spend (SMEs);£;£1,14;;;8266,14;£9.416,93;Project755;Construction;RG30 ;£18.500.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,14;;;0;£0,00;Project755;Construction;RG30 ;£18.500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;4,2;£118.175,40;Project809;Construction;M40 ;£1.000.316.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,08;;;0;£0,00;Project809;Construction;M40 ;£1.000.316.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,08;;;0;£0,00;Project809;Construction;M40 ;£1.000.316.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;;;0;£0,00;Project811;Construction;PO20 ;£6.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project811;Construction;PO20 ;£6.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project811;Construction;PO20 ;£6.500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;;;0;£0,00;Project812;Construction;PO20 ;£4.800.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project812;Construction;PO20 ;£4.800.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project812;Construction;PO20 ;£4.800.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.460,00;;;0;£0,00;Project813;Construction;CM7 ;£9.986.526,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,55;;;0;£0,00;Project813;Construction;CM7 ;£9.986.526,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project813;Construction;CM7 ;£9.986.526,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;0;£0,00;Project814;Construction;FY1 ;£3.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,52;;;0;£0,00;Project814;Construction;FY1 ;£3.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,52;;;0;£0,00;Project814;Construction;FY1 ;£3.500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£25.905,00;;;0;£0,00;Project815;Construction;DH1 ;£4.600.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,47;;;0;£0,00;Project815;Construction;DH1 ;£4.600.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,47;;;0;£0,00;Project815;Construction;DH1 ;£4.600.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;;;0;£0,00;Project788;Construction;DA13 ;£280.250,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£280.250,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£280.250,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£26.746,00;;;51;£1.364.046,00;Project816;Construction;M43 ;£25.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,00;;;5150000;£5.150.000,00;Project816;Construction;M43 ;£25.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,00;;;1325000;£1.325.000,00;Project816;Construction;M43 ;£25.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.536,00;;;158,6;£4.525.809,60;Project818;Construction;B3 ;£32.200.000,00
NT1;Local people employed;no. people FTE;£26.746,00;;;0;£0,00;Project820;Construction;CH3 ;£6.258.666,00
NT19;Local Supply Chain Spend (SMEs);£;£0,79;;;0;£0,00;Project820;Construction;CH3 ;£6.258.666,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,79;;;0;£0,00;Project820;Construction;CH3 ;£6.258.666,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£27.123,00;;;0;£0,00;Project821;Construction;BA20 ;£800.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,60;;;0;£0,00;Project821;Construction;BA20 ;£800.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,60;;;0;£0,00;Project821;Construction;BA20 ;£800.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£29.275,00;;;3;£87.825,00;Project828;Construction;ls1 ;£49.600.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,91;;;0;£0,00;Project828;Construction;ls1 ;£49.600.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,91;;;0;£0,00;Project828;Construction;ls1 ;£49.600.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.098,00;;;0;£0,00;Project830;2020_Construction;KA9 ;£1.970.860,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,46;;;0;£0,00;Project830;2020_Construction;KA9 ;£1.970.860,00
NT19;Value of work awarded to Local MSMEs;£;£0,46;;;0;£0,00;Project830;2020_Construction;KA9 ;£1.970.860,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;;;0;£0,00;Project788;Construction;DA13 ;£32.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£32.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£32.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.219,00;;;0;£0,00;Project788;Construction;DA13 ;£26.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£26.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;0;£0,00;Project788;Construction;DA13 ;£26.000,00
